SlidesLive link,Title,unique ID,Organizer track name,SlidesLive link,embed code
slideslive.com/38931048,Tree-projected gradient descent for estimating gradient-sparse parameters on graphs,250,Long (15 minutes),38931048,"<div id=""presentation-embed-38931048""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931048', {
        presentationId: '38931048',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931049,Covariance-adapting algorithm for semi-bandits with application to sparse rewards,251,Long (15 minutes),38931049,"<div id=""presentation-embed-38931049""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931049', {
        presentationId: '38931049',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931050,Last Iterate is Slower than Averaged Iterate in Smooth Convex-Concave Saddle Point Problems,253,Long (15 minutes),38931050,"<div id=""presentation-embed-38931050""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931050', {
        presentationId: '38931050',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931051,"A Corrective View of Neural Networks: Representation,  Memorization and Learning",254,Long (15 minutes),38931051,"<div id=""presentation-embed-38931051""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931051', {
        presentationId: '38931051',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931052,Learning Entangled Single-Sample Gaussians in the Subset-of-Signals Model,255,Long (15 minutes),38931052,"<div id=""presentation-embed-38931052""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931052', {
        presentationId: '38931052',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931053,Implicit Bias of Gradient Descent for Wide Two-layer Neural Networks Trained with the Logistic Loss,258,Long (15 minutes),38931053,"<div id=""presentation-embed-38931053""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931053', {
        presentationId: '38931053',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931054,Dimension-Free Bounds for Chasing Convex Functions,260,Long (15 minutes),38931054,"<div id=""presentation-embed-38931054""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931054', {
        presentationId: '38931054',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931055,Optimal group testing,263,Long (15 minutes),38931055,"<div id=""presentation-embed-38931055""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931055', {
        presentationId: '38931055',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931056,On Suboptimality of Least Squares with Application to Estimation of Convex Bodies,264,Long (15 minutes),38931056,"<div id=""presentation-embed-38931056""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931056', {
        presentationId: '38931056',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931057,A Nearly Optimal Variant of the Perceptron Algorithm for the Uniform Distribution on the Unit Sphere,272,Long (15 minutes),38931057,"<div id=""presentation-embed-38931057""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931057', {
        presentationId: '38931057',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931058,A Closer Look at Small-loss Bounds for Bandits with Graph Feedback,273,Long (15 minutes),38931058,"<div id=""presentation-embed-38931058""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931058', {
        presentationId: '38931058',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931059,Extrapolating the profile of a finite population,274,Long (15 minutes),38931059,"<div id=""presentation-embed-38931059""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931059', {
        presentationId: '38931059',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931060,Balancing Gaussian vectors in high dimension,281,Long (15 minutes),38931060,"<div id=""presentation-embed-38931060""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931060', {
        presentationId: '38931060',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931061,On the Multiple Descent of Minimum-Norm Interpolants and Restricted Lower Isometry of Kernels,286,Long (15 minutes),38931061,"<div id=""presentation-embed-38931061""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931061', {
        presentationId: '38931061',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931062,From tree matching to sparse graph alignment,289,Long (15 minutes),38931062,"<div id=""presentation-embed-38931062""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931062', {
        presentationId: '38931062',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931063,Estimating Principal Components under Adversarial Perturbations,293,Long (15 minutes),38931063,"<div id=""presentation-embed-38931063""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931063', {
        presentationId: '38931063',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931064,Logistic Regression Regret: What’s the Catch?,297,Long (15 minutes),38931064,"<div id=""presentation-embed-38931064""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931064', {
        presentationId: '38931064',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931065,"Efficient, Noise-Tolerant, and Private Learning via Boosting",304,Long (15 minutes),38931065,"<div id=""presentation-embed-38931065""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931065', {
        presentationId: '38931065',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931066,Highly smooth minimization of non-smooth problems,305,Long (15 minutes),38931066,"<div id=""presentation-embed-38931066""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931066', {
        presentationId: '38931066',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931067,"Proper Learning, Helly Number, and an Optimal SVM Bound",309,Long (15 minutes),38931067,"<div id=""presentation-embed-38931067""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931067', {
        presentationId: '38931067',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931068,Efficient Parameter Estimation of Truncated Boolean Product Distributions,317,Long (15 minutes),38931068,"<div id=""presentation-embed-38931068""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931068', {
        presentationId: '38931068',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931069,Estimation and Inference with Trees and Forests in High Dimensions,319,Long (15 minutes),38931069,"<div id=""presentation-embed-38931069""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931069', {
        presentationId: '38931069',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931070,Closure Properties for Private Classification and Online Prediction,320,Long (15 minutes),38931070,"<div id=""presentation-embed-38931070""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931070', {
        presentationId: '38931070',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931071,New Potential-Based Bounds for Prediction with Expert Advice,324,Long (15 minutes),38931071,"<div id=""presentation-embed-38931071""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931071', {
        presentationId: '38931071',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931072,Distributed Signal Detection under Communication Constraints,325,Long (15 minutes),38931072,"<div id=""presentation-embed-38931072""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931072', {
        presentationId: '38931072',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931073,Hardness of Identity Testing for Restricted Boltzmann Machines and Potts models,327,Long (15 minutes),38931073,"<div id=""presentation-embed-38931073""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931073', {
        presentationId: '38931073',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931074,Algorithms and SQ Lower Bounds for PAC Learning One-Hidden-Layer ReLU Networks,328,Long (15 minutes),38931074,"<div id=""presentation-embed-38931074""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931074', {
        presentationId: '38931074',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931075,Costly Zero Order Oracles,329,Long (15 minutes),38931075,"<div id=""presentation-embed-38931075""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931075', {
        presentationId: '38931075',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931076,Precise Tradeoffs in Adversarial Training for Linear Regression,331,Long (15 minutes),38931076,"<div id=""presentation-embed-38931076""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931076', {
        presentationId: '38931076',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931077,Approximate is Good Enough: Probabilistic Variants of Dimensional and Margin Complexity,334,Long (15 minutes),38931077,"<div id=""presentation-embed-38931077""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931077', {
        presentationId: '38931077',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931078,Wasserstein Control of Mirror Langevin Monte Carlo,337,Long (15 minutes),38931078,"<div id=""presentation-embed-38931078""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931078', {
        presentationId: '38931078',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931079,The estimation error of general first order methods,339,Long (15 minutes),38931079,"<div id=""presentation-embed-38931079""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931079', {
        presentationId: '38931079',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931080,Second-Order Information in Non-Convex  Stochastic Optimization: Power and Limitations,345,Long (15 minutes),38931080,"<div id=""presentation-embed-38931080""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931080', {
        presentationId: '38931080',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931081,Implicit regularization for deep neural networks driven by an Ornstein-Uhlenbeck like process,358,Long (15 minutes),38931081,"<div id=""presentation-embed-38931081""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931081', {
        presentationId: '38931081',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931082,Free Energy Wells and Overlap Gap Property in Sparse PCA,360,Long (15 minutes),38931082,"<div id=""presentation-embed-38931082""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931082', {
        presentationId: '38931082',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931083,Robust causal inference under covariate shift via worst-case subpopulation treatment effects,361,Long (15 minutes),38931083,"<div id=""presentation-embed-38931083""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931083', {
        presentationId: '38931083',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931084,Winnowing with Gradient Descent,363,Long (15 minutes),38931084,"<div id=""presentation-embed-38931084""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931084', {
        presentationId: '38931084',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931085,Embedding Dimension of Polyhedral Losses,369,Long (15 minutes),38931085,"<div id=""presentation-embed-38931085""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931085', {
        presentationId: '38931085',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931086,List Decodable Subspace Recovery,371,Long (15 minutes),38931086,"<div id=""presentation-embed-38931086""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931086', {
        presentationId: '38931086',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931087,Approximation Schemes for ReLU Regression,372,Long (15 minutes),38931087,"<div id=""presentation-embed-38931087""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931087', {
        presentationId: '38931087',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931088,Learning Over-parametrized Two-layer ReLU Neural Networks beyond NTK,379,Long (15 minutes),38931088,"<div id=""presentation-embed-38931088""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931088', {
        presentationId: '38931088',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931089,"Fine-grained Analysis for Linear Stochastic Approximation with Averaging: Polyak-Ruppert, Non-asymptotic Concentration and Beyond",388,Long (15 minutes),38931089,"<div id=""presentation-embed-38931089""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931089', {
        presentationId: '38931089',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931090,Learning Polynomials in Few Relevant Dimensions,389,Long (15 minutes),38931090,"<div id=""presentation-embed-38931090""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931090', {
        presentationId: '38931090',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931091,Efficient improper learning for online logistic regression,390,Long (15 minutes),38931091,"<div id=""presentation-embed-38931091""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931091', {
        presentationId: '38931091',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931092,Lipschitz and Comparator-Norm Adaptivity in Online Learning,393,Long (15 minutes),38931092,"<div id=""presentation-embed-38931092""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931092', {
        presentationId: '38931092',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931093,Information Theoretic Optimal Learning of Gaussian Graphical Models,395,Long (15 minutes),38931093,"<div id=""presentation-embed-38931093""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931093', {
        presentationId: '38931093',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931094,Reducibility and Statistical-Computational Gaps from Secret Leakage,396,Long (15 minutes),38931094,"<div id=""presentation-embed-38931094""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931094', {
        presentationId: '38931094',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931095,Taking a hint: How to leverage loss predictors in contextual bandits?,399,Long (15 minutes),38931095,"<div id=""presentation-embed-38931095""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931095', {
        presentationId: '38931095',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931096,Locally Private Hypothesis Selection,5,Short (1 minute),38931096,"<div id=""presentation-embed-38931096""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931096', {
        presentationId: '38931096',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931097,Differentially Private Mean Estimation of Heavy-Tailed Distributions,6,Short (1 minute),38931097,"<div id=""presentation-embed-38931097""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931097', {
        presentationId: '38931097',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931098,An O(m/eps^3.5)-Cost Algorithm for Semidefinite Programs with Diagonal Constraints,12,Short (1 minute),38931098,"<div id=""presentation-embed-38931098""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931098', {
        presentationId: '38931098',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931099,Adaptive Submodular Maximization under Stochastic Item Costs,25,Short (1 minute),38931099,"<div id=""presentation-embed-38931099""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931099', {
        presentationId: '38931099',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931100,Gradient descent algorithms for Bures-Wasserstein barycenters,28,Short (1 minute),38931100,"<div id=""presentation-embed-38931100""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931100', {
        presentationId: '38931100',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931101,On the gradient complexity of linear regression,30,Short (1 minute),38931101,"<div id=""presentation-embed-38931101""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931101', {
        presentationId: '38931101',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931102,Improper Learning for Non-Stochastic Control,31,Short (1 minute),38931102,"<div id=""presentation-embed-38931102""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931102', {
        presentationId: '38931102',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931103,Root-n-Regret for Learning in Markov Decision Processes with Function Approximation and Low Bellman Rank,33,Short (1 minute),38931103,"<div id=""presentation-embed-38931103""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931103', {
        presentationId: '38931103',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931104,No-Regret Prediction in Marginally Stable Systems,34,Short (1 minute),38931104,"<div id=""presentation-embed-38931104""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931104', {
        presentationId: '38931104',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931105,Halpern Iteration for Near-Optimal and Parameter-Free Monotone Inclusion and Strong Solutions to Variational Inequalities,35,Short (1 minute),38931105,"<div id=""presentation-embed-38931105""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931105', {
        presentationId: '38931105',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931106,PAC learning with stable and private predictions,37,Short (1 minute),38931106,"<div id=""presentation-embed-38931106""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931106', {
        presentationId: '38931106',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931107,Learning a Single Neuron with Gradient Methods,38,Short (1 minute),38931107,"<div id=""presentation-embed-38931107""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931107', {
        presentationId: '38931107',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931108,Universal Approximation with Deep Narrow Networks,53,Short (1 minute),38931108,"<div id=""presentation-embed-38931108""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931108', {
        presentationId: '38931108',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931109,Asymptotic Errors for High-Dimensional Convex Penalized Linear Regression beyond Gaussian Matrices,54,Short (1 minute),38931109,"<div id=""presentation-embed-38931109""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931109', {
        presentationId: '38931109',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931110,On the Convergence of Stochastic Gradient Descent with Low-Rank Projections for Convex Low-Rank Matrix Problems,58,Short (1 minute),38931110,"<div id=""presentation-embed-38931110""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931110', {
        presentationId: '38931110',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931111,From Nesterov's Estimate Sequence to Riemannian Acceleration,62,Short (1 minute),38931111,"<div id=""presentation-embed-38931111""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931111', {
        presentationId: '38931111',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931112,Selfish Robustness and Equilibria in Multi-Player Bandits,64,Short (1 minute),38931112,"<div id=""presentation-embed-38931112""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931112', {
        presentationId: '38931112',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931113,How Good is SGD with Random Shuffling?,65,Short (1 minute),38931113,"<div id=""presentation-embed-38931113""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931113', {
        presentationId: '38931113',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931114,Exploration by Optimisation in Partial Monitoring,66,Short (1 minute),38931114,"<div id=""presentation-embed-38931114""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931114', {
        presentationId: '38931114',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931115,Extending Learnability to Auxiliary-Input Cryptographic Primitives and Meta-PAC Learning,68,Short (1 minute),38931115,"<div id=""presentation-embed-38931115""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931115', {
        presentationId: '38931115',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931116,"Noise-tolerant, Reliable Active Classification with Comparison Queries",76,Short (1 minute),38931116,"<div id=""presentation-embed-38931116""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931116', {
        presentationId: '38931116',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931117,Sharper Bounds for Uniformly Stable Algorithms,79,Short (1 minute),38931117,"<div id=""presentation-embed-38931117""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931117', {
        presentationId: '38931117',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931118,Optimality and Approximation with Policy Gradient Methods in Markov Decision Processes,80,Short (1 minute),38931118,"<div id=""presentation-embed-38931118""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931118', {
        presentationId: '38931118',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931119,Consistent recovery threshold of hidden nearest neighbor graphs,82,Short (1 minute),38931119,"<div id=""presentation-embed-38931119""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931119', {
        presentationId: '38931119',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
slideslive.com/38931120,High probability guarantees for stochastic convex optimization,86,Short (1 minute),38931120,"<div id=""presentation-embed-38931120""></div>
<script src='https://slideslive.com/embed_presentation.js'></script>
<script>
    embed = new SlidesLiveEmbed('presentation-embed-38931120', {
        presentationId: '38931120',
        autoPlay: false, // change to true to autoplay the embedded presentation
        verticalEnabled: true
    });
</script>"
